2025-05-10 02:25:04,971 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:49:34,519 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:49:40,678 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:49:50,826 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:49:54,992 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:50:01,172 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:50:11,329 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:50:15,493 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:50:21,655 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:50:31,808 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:50:35,972 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:50:42,150 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:50:52,320 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:50:56,468 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:51:02,636 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:51:12,793 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:51:16,963 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:51:23,125 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:51:33,286 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:51:37,452 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:51:43,612 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:51:53,778 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:51:57,938 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:52:04,097 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:52:14,315 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:52:18,470 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:52:24,648 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:52:34,806 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:52:38,966 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:52:45,124 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:52:55,481 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:52:59,635 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:53:05,710 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:53:15,864 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:53:20,023 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:53:26,180 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:53:36,386 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:53:40,543 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:53:46,711 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:53:56,857 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:54:01,017 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:54:07,175 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:54:17,341 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:54:21,527 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:54:27,685 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:54:37,834 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:54:41,982 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:54:48,494 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:54:58,644 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:55:02,812 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:55:08,978 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:55:19,146 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:55:23,300 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:55:29,516 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:55:39,688 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:55:43,847 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:55:50,092 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:56:00,245 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:56:04,397 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:56:10,607 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:56:20,765 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:56:24,931 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:56:31,089 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:56:41,236 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:56:45,404 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:56:51,607 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:57:01,776 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:57:05,928 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:57:12,090 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:57:22,254 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:57:26,416 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:57:32,576 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:57:42,739 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:57:46,909 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:57:53,069 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 04:58:03,235 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:58:07,389 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:58:13,555 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 04:58:23,711 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:58:27,895 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:58:34,055 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 04:58:44,209 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:58:48,369 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:58:54,540 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 04:59:05,012 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:59:09,161 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:59:15,314 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 04:59:25,481 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:59:29,645 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:59:35,798 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 04:59:45,950 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:59:50,106 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 04:59:56,263 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:00:06,487 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:00:10,643 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:00:16,805 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:00:27,012 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:00:31,168 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:00:37,317 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:00:47,473 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:00:51,630 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:00:57,796 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:01:07,946 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:01:12,104 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:01:18,342 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:01:28,516 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:01:32,668 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:01:38,824 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:01:48,987 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:01:53,217 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:01:59,377 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:02:09,537 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:02:14,048 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:02:20,213 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:02:30,377 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:02:34,533 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:02:40,692 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:02:50,861 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:02:55,020 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:03:01,182 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:03:11,354 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:03:15,510 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:03:21,670 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:03:31,839 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:03:36,002 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:03:42,166 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:03:52,313 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:03:56,496 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:04:02,667 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:04:12,823 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:04:16,983 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:04:23,147 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:04:33,309 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:04:37,467 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:04:43,625 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:04:53,786 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:04:57,954 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:05:04,112 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:05:14,269 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:05:18,428 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:05:24,588 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:05:34,760 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:05:38,914 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:05:45,079 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:05:55,244 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:05:59,398 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:06:05,559 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:06:15,753 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:06:19,914 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:06:26,389 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:06:36,556 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:06:40,781 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:06:46,941 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:06:57,103 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:07:01,260 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:07:07,424 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:07:17,598 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:07:21,758 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:07:28,020 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:07:38,177 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:07:42,338 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:07:48,501 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:07:58,657 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:08:02,815 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:08:08,977 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:08:19,124 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:08:23,281 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:08:29,438 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:08:39,600 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:08:43,794 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:08:49,957 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:09:00,125 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:09:04,288 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:09:10,452 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:09:20,614 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:09:24,774 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:09:31,004 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:09:41,167 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:09:45,337 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:09:51,502 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:10:01,662 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:10:05,828 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:10:12,028 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:10:22,174 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:10:26,330 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:10:32,486 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:10:42,836 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:10:47,002 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:10:53,154 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
